item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000101,ORD000045,PROD0400,5,38287.48,23.75
ITEM000102,ORD000045,PROD0193,2,1624.3,26.15
ITEM000103,ORD000045,PROD0290,1,3798.96,9.12
ITEM000104,ORD000045,PROD0260,4,153.21,31.98
ITEM000105,ORD000046,PROD0018,3,23133.34,23.24
ITEM000106,ORD000046,PROD0028,4,1252.6,23.73
ITEM000107,ORD000046,PROD0396,5,3591.73,18.1
ITEM000108,ORD000046,PROD0229,1,1818.42,22.31
ITEM000109,ORD000047,PROD0059,2,474.18,17.73
ITEM000110,ORD000047,PROD0013,1,562.11,6.04
ITEM000111,ORD000047,PROD0330,-5,28521.33,33.99
ITEM000112,ORD000047,PROD0247,1,61670.33,31.56
ITEM000113,ORD000048,PROD0416,1,41271.99,32.34
ITEM000114,ORD000048,PROD0219,4,56427.0,23.84
ITEM000115,ORD000048,PROD0014,2,17432.99,22.19
ITEM000116,ORD000048,PROD0282,3,998.47,37.19
ITEM000117,ORD000049,PROD0283,1,1019.76,16.83
ITEM000118,ORD000049,PROD0227,5,374.84,39.86
ITEM000119,ORD000049,PROD0163,4,838.16,30.64
ITEM000120,ORD000050,PROD0048,1,30921.21,17.6
ITEM000121,ORD000050,PROD0163,5,893.34,35.09
ITEM000122,ORD000051,PROD0340,1,940.63,21.5
ITEM000123,ORD000051,PROD0033,4,8877.48,28.06
ITEM000124,ORD000051,PROD0476,3,15372.67,21.43
ITEM000125,ORD000052,PROD0294,5,58659.69,23.31
ITEM000126,ORD000052,PROD0432,5,48786.74,9.28
ITEM000127,ORD000052,PROD0388,3,202.46,16.48
ITEM000128,ORD000053,PROD0013,2,687.7,34.25
ITEM000129,ORD000053,PROD0392,2,61925.72,19.19
ITEM000130,ORD000053,PROD0222,1,1547.76,14.64
ITEM000131,ORD000054,PROD0277,2,2667.45,20.36
ITEM000132,ORD000054,PROD0372,1,48705.43,13.26
ITEM000133,ORD000055,PROD0304,2,723.46,15.04
ITEM000134,ORD000055,PROD0163,3,867.17,31.88
ITEM000135,ORD000055,PROD0219,3,44915.44,28.36
ITEM000136,ORD000056,PROD0163,3,890.13,36.86
ITEM000137,ORD000057,PROD0197,-3,275.43,6.46
ITEM000138,ORD000058,PROD0182,3,927.85,31.51
ITEM000139,ORD000059,PROD0319,1,333.79,22.5
ITEM000140,ORD000059,PROD0392,2,67154.98,5.01
ITEM000141,ORD000059,PROD0318,2,542.55,6.06
ITEM000142,ORD000060,PROD0483,5,2869.2,28.28
ITEM000143,ORD000060,PROD0252,4,1178.22,29.85
ITEM000144,ORD000060,PROD0188,1,58896.91,15.77
ITEM000145,ORD000061,PROD0392,2,82126.98,5.35
ITEM000146,ORD000061,PROD0096,5,1046.88,8.35
ITEM000147,ORD000062,PROD0251,4,18681.16,3.75
ITEM000148,ORD000062,PROD0288,3,1387.51,10.97
ITEM000149,ORD000062,PROD0059,3,392.66,15.82
ITEM000150,ORD000062,PROD0438,4,6752.51,15.35
ITEM000151,ORD000063,PROD0166,5,53459.94,36.18
ITEM000152,ORD000063,PROD0286,5,50648.07,19.44
ITEM000153,ORD000064,PROD0392,-1,67410.74,37.09
ITEM000154,ORD000064,PROD0469,1,57242.92,13.38
ITEM000155,ORD000064,PROD0344,3,2606.03,10.23
ITEM000156,ORD000065,PROD0057,0,823.12,18.75
ITEM000157,ORD000065,PROD0101,3,794.68,27.83
ITEM000158,ORD000065,PROD0219,2,50978.53,10.43
ITEM000159,ORD000065,PROD0219,5,49951.08,5.36
ITEM000160,ORD000066,PROD0007,2,682.65,17.0
ITEM000161,ORD000066,PROD0015,3,289.79,28.92
ITEM000162,ORD000066,PROD0479,2,2009.62,37.53
ITEM000163,ORD000067,PROD0219,1,48252.14,31.94
ITEM000164,ORD000067,PROD0217,4,171.58,12.05
ITEM000165,ORD000067,PROD0217,0,172.08,34.55
ITEM000166,ORD000067,PROD0311,1,10832.63,28.27
ITEM000167,ORD000068,PROD0013,1,568.15,34.97
ITEM000168,ORD000068,PROD0339,1,639.73,5.52
ITEM000169,ORD000068,PROD0045,-2,21286.23,16.35
ITEM000170,ORD000068,PROD0154,5,28903.43,39.32
ITEM000171,ORD000069,PROD0086,2,12955.34,11.12
ITEM000172,ORD000069,PROD0156,5,783.62,1.89
ITEM000173,ORD000070,PROD0045,5,24084.49,4.55
ITEM000174,ORD000071,PROD0088,2,23779.9,7.26
ITEM000175,ORD000071,PROD0486,2,265.46,13.42
ITEM000176,ORD000071,PROD0329,2,19436.54,11.94
ITEM000177,ORD000072,PROD0198,3,6916.47,7.73
ITEM000178,ORD000072,PROD0017,3,62818.26,25.47
ITEM000179,ORD000072,PROD0457,3,19236.24,25.0
ITEM000180,ORD000072,PROD0219,4,45317.79,27.53
ITEM000181,ORD000073,PROD0163,1,806.45,15.6
ITEM000182,ORD000073,PROD0379,5,738.57,16.66
ITEM000183,ORD000073,PROD0219,2,57682.2,27.92
ITEM000184,ORD000073,PROD0435,3,3090.62,28.79
ITEM000185,ORD000074,PROD0088,4,23815.47,30.63
ITEM000186,ORD000074,PROD0163,3,783.36,30.2
ITEM000187,ORD000074,PROD0471,1,369.04,25.64
ITEM000188,ORD000075,PROD0477,5,36698.63,8.5
ITEM000189,ORD000075,PROD0187,4,18903.3,16.52
ITEM000190,ORD000075,PROD0348,5,69418.74,24.64
ITEM000191,ORD000075,PROD0362,1,42341.55,8.98
ITEM000192,ORD000076,PROD0048,5,37005.79,3.54
ITEM000193,ORD000077,PROD0391,4,64348.38,31.0
ITEM000194,ORD000077,PROD0477,5,31460.67,22.16
ITEM000195,ORD000077,PROD0252,3,1157.32,39.17
ITEM000196,ORD000077,PROD0178,3,626.84,7.36
ITEM000197,ORD000078,PROD0353,2,1308.85,13.78
ITEM000198,ORD000078,PROD0467,1,1055.88,23.4
ITEM000199,ORD000079,PROD0007,5,700.01,3.2
ITEM000200,ORD000079,PROD0070,4,928.93,3.54
ITEM000201,ORD000079,PROD0496,5,36042.75,24.0
ITEM000202,ORD000080,PROD0049,-5,1091.33,16.05
ITEM000203,ORD000080,PROD0255,5,74232.53,7.79
ITEM000204,ORD000080,PROD0485,4,58179.05,8.2
ITEM000205,ORD000080,PROD0240,1,1959.97,27.65
ITEM000206,ORD000081,PROD0477,4,38033.24,39.76
ITEM000207,ORD000082,PROD0048,3,27503.62,26.52
ITEM000208,ORD000083,PROD0014,2,15909.34,21.19
ITEM000209,ORD000084,PROD0421,4,42372.09,29.92
ITEM000210,ORD000084,PROD0290,3,2815.66,30.79
ITEM000211,ORD000084,PROD0450,3,9739.36,39.86
ITEM000212,ORD000084,PROD0081,4,2293.56,19.43
ITEM000213,ORD000085,PROD0085,1,12586.08,3.96
ITEM000214,ORD000086,PROD0381,2,31805.1,27.27
ITEM000215,ORD000087,PROD0497,0,11719.79,38.83
ITEM000216,ORD000088,PROD0136,5,2239.57,12.68
ITEM000217,ORD000089,PROD0371,4,385.34,19.63
ITEM000218,ORD000090,PROD0075,5,568.34,36.72
ITEM000219,ORD000090,PROD0288,4,1283.45,11.45
ITEM000220,ORD000090,PROD0057,1,773.8,36.8
ITEM000221,ORD000090,PROD0015,4,296.22,2.66
ITEM000222,ORD000091,PROD0163,2,992.37,12.48
ITEM000223,ORD000091,PROD0057,4,777.78,28.3
ITEM000224,ORD000091,PROD0273,5,786.49,17.04
ITEM000225,ORD000092,PROD0490,1,4203.24,29.22
ITEM000226,ORD000092,PROD0163,4,898.84,20.19
ITEM000227,ORD000093,PROD0213,4,801.09,30.42
ITEM000228,ORD000093,PROD0163,1,785.92,3.32
ITEM000229,ORD000094,PROD0050,4,7859.67,16.84
ITEM000230,ORD000094,PROD0013,4,675.09,0.21
ITEM000231,ORD000094,PROD0490,5,4822.83,39.53
ITEM000232,ORD000095,PROD0219,1,50263.86,20.06
ITEM000233,ORD000096,PROD0430,2,423.95,7.24
ITEM000234,ORD000096,PROD0133,4,51655.95,7.7
ITEM000235,ORD000096,PROD0271,1,806.42,30.05
ITEM000236,ORD000097,PROD0101,1,975.01,13.88
ITEM000237,ORD000098,PROD0079,4,93565.08,25.73
ITEM000238,ORD000098,PROD0471,4,349.53,37.44
ITEM000239,ORD000098,PROD0219,5,57485.9,1.17
ITEM000240,ORD000099,PROD0420,3,6239.64,34.67
ITEM000241,ORD000100,PROD0144,2,8181.15,36.26
ITEM000242,ORD000100,PROD0123,4,73290.99,35.35
ITEM000243,ORD000101,PROD0065,5,552.38,15.42
ITEM000244,ORD000102,PROD0491,1,36404.33,22.33
ITEM000245,ORD000102,PROD0319,5,300.97,10.02
ITEM000246,ORD000102,PROD0105,5,739.99,13.28
ITEM000247,ORD000102,PROD0163,3,851.26,30.73
ITEM000248,ORD000103,PROD0074,1,1355.69,17.2
ITEM000249,ORD000103,PROD0337,2,817.88,17.17
ITEM000250,ORD000103,PROD0348,4,75618.96,30.25
ITEM000251,ORD000104,PROD0036,4,3152.01,16.73
ITEM000252,ORD000105,PROD0270,2,8982.46,20.48
ITEM000253,ORD000105,PROD0344,2,2990.44,11.83
ITEM000254,ORD000105,PROD0372,2,53824.91,0.37
ITEM000255,ORD000106,PROD0106,3,46673.69,0.19
ITEM000256,ORD000106,PROD0036,3,3580.95,9.86
ITEM000257,ORD000107,PROD0163,4,807.99,37.13
ITEM000258,ORD000108,PROD0253,2,259.12,2.46
ITEM000259,ORD000108,PROD0090,5,999.17,11.64
ITEM000260,ORD000108,PROD0098,5,17133.24,15.47
ITEM000261,ORD000108,PROD0011,5,22698.29,35.27
ITEM000262,ORD000109,PROD0209,3,1207.19,33.17
ITEM000263,ORD000110,PROD0185,2,16493.62,9.63
ITEM000264,ORD000111,PROD0169,1,642.62,32.78
ITEM000265,ORD000111,PROD0484,2,17330.6,12.08
ITEM000266,ORD000111,PROD0399,2,35235.52,23.4
ITEM000267,ORD000111,PROD0105,3,632.25,19.49
ITEM000268,ORD000112,PROD0020,5,1136.94,15.07
ITEM000269,ORD000113,PROD0165,3,668.61,29.6
ITEM000270,ORD000113,PROD0275,4,669.08,35.94
ITEM000271,ORD000113,PROD0135,2,926.57,38.49
ITEM000272,ORD000114,PROD0219,1,54255.59,17.64
ITEM000273,ORD000114,PROD0110,1,4932.55,14.11
ITEM000274,ORD000114,PROD0340,1,882.33,17.12
ITEM000275,ORD000114,PROD0198,2,7060.81,30.39
ITEM000276,ORD000115,PROD0375,1,764.64,19.07
ITEM000277,ORD000116,PROD0382,2,2041.95,4.56
ITEM000278,ORD000117,PROD0013,4,660.32,9.84
ITEM000279,ORD000117,PROD0333,3,694.77,5.52
ITEM000280,ORD000117,PROD0231,5,45745.34,19.92
ITEM000281,ORD000117,PROD0416,-2,39073.94,1.16
ITEM000282,ORD000118,PROD0404,2,88259.48,36.31
ITEM000283,ORD000118,PROD0109,2,61020.91,23.98
ITEM000284,ORD000118,PROD0420,2,7101.49,38.58
ITEM000285,ORD000118,PROD0048,2,34456.64,13.7
ITEM000286,ORD000119,PROD0450,2,9696.99,10.99
ITEM000287,ORD000119,PROD0393,2,87343.56,7.36
ITEM000288,ORD000119,PROD0381,3,33047.07,7.32
ITEM000289,ORD000120,PROD0096,2,1110.99,26.91
ITEM000290,ORD000120,PROD0355,4,18965.06,11.74
ITEM000291,ORD000120,PROD0059,5,472.41,4.81
ITEM000292,ORD000121,PROD0154,5,36124.83,13.08
ITEM000293,ORD000121,PROD0163,1,744.27,30.03
ITEM000294,ORD000122,PROD0068,3,81917.5,23.37
ITEM000295,ORD000122,PROD0333,2,732.68,12.05
ITEM000296,ORD000122,PROD0311,2,13373.1,35.72
ITEM000297,ORD000122,PROD0492,1,29246.35,19.71
ITEM000298,ORD000123,PROD0164,3,498.31,0.97
ITEM000299,ORD000123,PROD0285,3,15102.69,37.87
ITEM000300,ORD000124,PROD0372,2,48435.65,27.95
ITEM000301,ORD000124,PROD0024,4,30948.21,0.47
ITEM000302,ORD000125,PROD0322,0,10041.6,2.69
ITEM000303,ORD000125,PROD0381,1,32228.24,20.72
ITEM000304,ORD000126,PROD0050,5,9542.0,8.5
ITEM000305,ORD000126,PROD0326,5,2812.19,21.61
ITEM000306,ORD000126,PROD0344,2,3011.34,25.6
ITEM000307,ORD000127,PROD0446,5,38710.21,14.82
ITEM000308,ORD000127,PROD0256,1,1006.54,24.87
ITEM000309,ORD000127,PROD0043,2,3318.22,38.76
ITEM000310,ORD000128,PROD0050,4,8168.96,35.99
ITEM000311,ORD000129,PROD0243,5,8128.25,30.29
ITEM000312,ORD000130,PROD0118,3,59884.26,13.94
ITEM000313,ORD000130,PROD0224,2,2873.06,25.37
ITEM000314,ORD000130,PROD0230,3,56849.61,2.0
ITEM000315,ORD000131,PROD0048,3,31714.88,19.48
ITEM000316,ORD000132,PROD0013,5,729.33,31.61
ITEM000317,ORD000132,PROD0183,5,9090.42,28.07
ITEM000318,ORD000132,PROD0048,4,32922.23,39.11
ITEM000319,ORD000133,PROD0402,3,1264.74,8.08
ITEM000320,ORD000133,PROD0188,1,50904.49,13.31
ITEM000321,ORD000133,PROD0088,3,20846.48,13.91
ITEM000322,ORD000133,PROD0340,2,1028.62,9.9
ITEM000323,ORD000134,PROD0131,2,71959.55,28.02
ITEM000324,ORD000134,PROD0013,5,671.13,17.11
ITEM000325,ORD000135,PROD0003,-2,2122.38,31.55
ITEM000326,ORD000135,PROD0057,2,901.0,23.7
ITEM000327,ORD000136,PROD0117,3,64175.69,6.58
ITEM000328,ORD000136,PROD0232,4,1101.9,32.15
ITEM000329,ORD000137,PROD0477,5,28500.59,28.88
ITEM000330,ORD000137,PROD0218,5,12205.59,38.01
ITEM000331,ORD000138,PROD0217,1,217.86,11.7
ITEM000332,ORD000138,PROD0339,5,671.95,31.21
ITEM000333,ORD000138,PROD0209,1,1199.79,34.3
ITEM000334,ORD000138,PROD0139,2,48811.59,13.95
ITEM000335,ORD000139,PROD0493,5,2217.72,36.13
ITEM000336,ORD000139,PROD0328,4,214.48,24.4
ITEM000337,ORD000139,PROD0178,4,757.41,28.94
ITEM000338,ORD000139,PROD0422,-3,9723.36,24.6
ITEM000339,ORD000140,PROD0476,2,14771.61,28.51
ITEM000340,ORD000140,PROD0219,2,44801.43,3.04
ITEM000341,ORD000141,PROD0219,3,47427.8,2.0
ITEM000342,ORD000142,PROD0379,1,677.04,29.81
ITEM000343,ORD000142,PROD0027,2,782.01,1.31
ITEM000344,ORD000142,PROD0252,3,1405.41,23.91
ITEM000345,ORD000142,PROD0469,3,50892.32,8.28
ITEM000346,ORD000143,PROD0275,5,696.63,32.73
ITEM000347,ORD000144,PROD0493,3,2463.31,6.23
ITEM000348,ORD000144,PROD0042,4,5218.46,16.31
ITEM000349,ORD000144,PROD0372,4,47535.51,35.56
ITEM000350,ORD000144,PROD0496,2,42640.51,1.38
ITEM000351,ORD000145,PROD0011,1,19766.72,15.08
ITEM000352,ORD000145,PROD0038,3,1867.84,19.82
ITEM000353,ORD000146,PROD0348,2,88220.16,16.83
ITEM000354,ORD000146,PROD0093,2,1067.82,2.33
ITEM000355,ORD000147,PROD0238,2,72525.32,
ITEM000356,ORD000148,PROD0063,2,78092.73,2.58
ITEM000357,ORD000149,PROD0291,2,911.41,8.83
ITEM000358,ORD000149,PROD0197,4,257.1,25.71
ITEM000359,ORD000150,PROD0057,4,717.51,39.37
ITEM000360,ORD000151,PROD0373,3,360.69,34.87
ITEM000361,ORD000151,PROD0096,1,1172.34,21.94
ITEM000362,ORD000151,PROD0373,5,292.77,24.19
ITEM000363,ORD000152,PROD0488,5,31954.67,5.6
ITEM000364,ORD000152,PROD0101,3,1005.79,4.15
ITEM000365,ORD000152,PROD0197,1,298.23,34.79
ITEM000366,ORD000153,PROD0186,5,765.74,14.3
ITEM000367,ORD000153,PROD0311,2,13288.23,23.68
ITEM000368,ORD000154,PROD0204,-5,1058.84,27.97
ITEM000369,ORD000154,PROD0304,4,538.02,7.49
ITEM000370,ORD000154,PROD0277,0,2821.9,11.66
ITEM000371,ORD000154,PROD0392,1,73716.09,19.06
ITEM000372,ORD000155,PROD0160,4,2686.83,33.54
ITEM000373,ORD000155,PROD0163,1,920.8,36.74
ITEM000374,ORD000155,PROD0137,1,3962.9,13.19
ITEM000375,ORD000155,PROD0075,2,567.95,14.1
ITEM000376,ORD000156,PROD0241,1,764.34,17.14
ITEM000377,ORD000157,PROD0372,5,45110.33,28.16
ITEM000378,ORD000157,PROD0477,4,34655.29,1.99
ITEM000379,ORD000157,PROD0008,-2,127.33,4.07
ITEM000380,ORD000158,PROD0300,5,2597.74,19.74
ITEM000381,ORD000158,PROD0357,5,1342.38,6.48
ITEM000382,ORD000158,PROD0186,1,758.79,6.73
ITEM000383,ORD000159,PROD0303,2,4241.94,36.19
ITEM000384,ORD000159,PROD0196,5,651.74,37.81
ITEM000385,ORD000159,PROD0136,3,2160.57,3.68
ITEM000386,ORD000159,PROD0129,5,402.11,31.08
ITEM000387,ORD000160,PROD0344,4,2921.4,12.16
ITEM000388,ORD000161,PROD0117,3,80185.98,21.96
ITEM000389,ORD000161,PROD0400,5,32984.48,10.71
ITEM000390,ORD000162,PROD0253,3,301.27,25.2
ITEM000391,ORD000162,PROD0406,4,3671.7,9.61
ITEM000392,ORD000162,PROD0317,0,2730.8,20.32
ITEM000393,ORD000163,PROD0057,4,916.48,8.74
ITEM000394,ORD000163,PROD0114,4,2775.35,34.66
ITEM000395,ORD000164,PROD0365,3,27418.85,28.83
ITEM000396,ORD000165,PROD0178,1,619.72,6.89
ITEM000397,ORD000165,PROD0278,1,9951.09,36.59
ITEM000398,ORD000165,PROD0057,3,940.01,13.81
ITEM000399,ORD000166,PROD0107,1,71976.24,39.71
ITEM000400,ORD000167,PROD0327,1,15685.99,26.32
ITEM000401,ORD000168,PROD0153,1,1452.17,10.59
ITEM000402,ORD000169,PROD0400,5,37481.37,7.52
ITEM000403,ORD000169,PROD0345,2,12260.35,1.17
ITEM000404,ORD000170,PROD0178,4,624.15,17.37
ITEM000405,ORD000170,PROD0458,3,2687.61,14.54
ITEM000406,ORD000171,PROD0251,3,17520.15,10.38
ITEM000407,ORD000171,PROD0488,1,40437.28,3.14
ITEM000408,ORD000172,PROD0163,2,813.42,36.95
ITEM000409,ORD000172,PROD0219,1,50386.07,17.69
ITEM000410,ORD000172,PROD0498,1,12030.49,14.98
ITEM000411,ORD000173,PROD0364,1,64116.61,20.55
ITEM000412,ORD000173,PROD0227,4,421.52,24.86
ITEM000413,ORD000174,PROD0036,-2,3715.66,33.76
ITEM000414,ORD000174,PROD0273,4,869.93,12.43
ITEM000415,ORD000175,PROD0344,5,3184.24,36.58
ITEM000416,ORD000175,PROD0193,1,1669.17,8.61
ITEM000417,ORD000175,PROD0403,5,15010.1,20.08
ITEM000418,ORD000176,PROD0311,1,12402.7,9.69
ITEM000419,ORD000177,PROD0425,2,3180.21,9.85
ITEM000420,ORD000178,PROD0367,4,1249.02,4.41
ITEM000421,ORD000178,PROD0271,3,934.0,34.03
ITEM000422,ORD000178,PROD0142,5,4323.12,3.38
ITEM000423,ORD000179,PROD0318,4,479.68,12.83
ITEM000424,ORD000179,PROD0332,4,3370.42,31.29
ITEM000425,ORD000180,PROD0461,2,18315.24,5.65
ITEM000426,ORD000181,PROD0348,5,78204.55,22.0
ITEM000427,ORD000182,PROD0378,4,10487.73,30.92
ITEM000428,ORD000183,PROD0219,3,48732.01,24.75
ITEM000429,ORD000183,PROD0163,3,768.47,32.35
ITEM000430,ORD000183,PROD0053,5,1614.65,24.52
ITEM000431,ORD000183,PROD0352,3,316.73,12.65
ITEM000432,ORD000184,PROD0014,1,17779.45,28.75
ITEM000433,ORD000184,PROD0186,3,890.16,28.44
ITEM000434,ORD000184,PROD0379,1,667.34,33.2
ITEM000435,ORD000184,PROD0212,3,7501.13,15.01
ITEM000436,ORD000185,PROD0057,2,681.75,14.47
ITEM000437,ORD000185,PROD0013,2,643.93,30.09
ITEM000438,ORD000185,PROD0050,4,9436.26,9.5
ITEM000439,ORD000186,PROD0305,2,16688.5,18.63
ITEM000440,ORD000187,PROD0305,2,15289.65,5.18
ITEM000441,ORD000187,PROD0342,4,67738.0,17.35
ITEM000442,ORD000187,PROD0163,5,935.39,7.21
ITEM000443,ORD000188,PROD0036,5,2923.65,31.94
ITEM000444,ORD000188,PROD0121,5,75757.12,13.76
ITEM000445,ORD000188,PROD0050,4,7756.64,17.85
ITEM000446,ORD000189,PROD0337,5,906.68,17.03
ITEM000447,ORD000190,PROD0048,4,35347.07,8.75
ITEM000448,ORD000190,PROD0163,1,771.53,20.99
ITEM000449,ORD000190,PROD0400,2,29499.56,28.7
ITEM000450,ORD000190,PROD0319,3,399.0,15.25
ITEM000451,ORD000191,PROD0347,1,65956.55,31.17
ITEM000452,ORD000191,PROD0064,3,25908.77,4.51
ITEM000453,ORD000192,PROD0088,3,26416.56,15.53
ITEM000454,ORD000192,PROD0488,5,35485.48,8.66
ITEM000455,ORD000192,PROD0372,1,49109.84,27.32
ITEM000456,ORD000192,PROD0100,1,5826.15,7.24
ITEM000457,ORD000193,PROD0316,1,537.47,11.21
ITEM000458,ORD000194,PROD0015,2,309.95,18.07
ITEM000459,ORD000194,PROD0057,5,808.83,4.57
ITEM000460,ORD000194,PROD0371,1,426.57,27.09
ITEM000461,ORD000195,PROD0407,3,14406.56,24.01
ITEM000462,ORD000195,PROD0476,4,11705.18,34.15
ITEM000463,ORD000195,PROD0496,1,40656.04,4.08
ITEM000464,ORD000196,PROD0203,3,6481.06,39.73
ITEM000465,ORD000197,PROD0059,3,422.9,7.12
ITEM000466,ORD000198,PROD0048,5,33787.5,22.42
ITEM000467,ORD000198,PROD0260,5,203.8,25.93
ITEM000468,ORD000198,PROD0016,2,14557.64,8.29
ITEM000469,ORD000198,PROD0219,4,48471.05,27.82
