account_id,customer_name,account_type,credit_limit,branch,ingestion_timestamp,source_system
ACC0021,Customer_21,Current,200000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0022,Customer_22,Salary,200000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0023,Customer_23,Current,200000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0024,Customer_24,Salary,200000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0025,Customer_25,Salary,100000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0026,Customer_26,Salary,100000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0027,Customer_27,Current,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0028,Customer_28,Salary,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0029,Customer_29,Savings,100000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0030,Customer_30,Current,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0031,Customer_31,Savings,100000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0032,Customer_32,Salary,200000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0033,Customer_33,Salary,500000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0034,Customer_34,Salary,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0035,Customer_35,Current,100000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0036,Customer_36,Salary,200000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0037,Customer_37,Current,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0038,Customer_38,Savings,100000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0039,Customer_39,Current,50000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0040,Customer_40,Savings,100000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0041,Customer_41,Salary,500000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0042,Customer_42,Savings,500000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0043,Customer_43,Salary,500000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0044,Customer_44,Current,50000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0045,Customer_45,Salary,200000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0046,Customer_46,Savings,200000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0047,Customer_47,Savings,500000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0048,Customer_48,Salary,200000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0049,Customer_49,Savings,50000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0050,Customer_50,Salary,100000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0051,Customer_51,Current,100000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0052,Customer_52,Salary,50000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0053,Customer_53,Current,500000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0054,Customer_54,Savings,200000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0055,Customer_55,Savings,50000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0056,Customer_56,Salary,50000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0057,Customer_57,Salary,500000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0058,Customer_58,Salary,100000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0059,Customer_59,Salary,500000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0060,Customer_60,Savings,200000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0061,Customer_61,Salary,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0062,Customer_62,Salary,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0063,Customer_63,Current,200000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0064,Customer_64,Salary,500000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0065,Customer_65,Savings,100000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0066,Customer_66,Current,50000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0067,Customer_67,Salary,100000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0068,Customer_68,Savings,50000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0069,Customer_69,Salary,50000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0070,Customer_70,Savings,50000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0071,Customer_71,Savings,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0072,Customer_72,Salary,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0073,Customer_73,Salary,100000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0074,Customer_74,Salary,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0075,Customer_75,Current,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0076,Customer_76,Savings,50000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0077,Customer_77,Current,500000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0078,Customer_78,Current,50000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0079,Customer_79,Savings,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0080,Customer_80,Savings,100000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0081,Customer_81,Savings,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0082,Customer_82,Current,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0083,Customer_83,Current,100000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0084,Customer_84,Current,50000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0085,Customer_85,Salary,50000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0086,Customer_86,Savings,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0087,Customer_87,Current,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0088,Customer_88,Current,50000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0089,Customer_89,Current,50000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0090,Customer_90,Current,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0091,Customer_91,Current,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0092,Customer_92,Savings,200000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0093,Customer_93,Savings,50000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0094,Customer_94,Savings,50000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0095,Customer_95,Current,100000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0096,Customer_96,Salary,50000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0097,Customer_97,Savings,50000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0098,Customer_98,Current,50000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0099,Customer_99,Savings,50000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0100,Customer_100,Savings,500000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0101,Customer_101,Salary,200000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0102,Customer_102,Savings,200000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0103,Customer_103,Current,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0104,Customer_104,Salary,200000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0105,Customer_105,Current,50000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0106,Customer_106,Current,50000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0107,Customer_107,Salary,100000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0108,Customer_108,Current,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0109,Customer_109,Savings,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0110,Customer_110,Current,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0111,Customer_111,Salary,200000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0112,Customer_112,Salary,50000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0113,Customer_113,Current,50000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0114,Customer_114,Current,50000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0115,Customer_115,Salary,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0116,Customer_116,Current,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0117,Customer_117,Savings,200000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0118,Customer_118,Current,200000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0119,Customer_119,Savings,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0120,Customer_120,Savings,50000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0121,Customer_121,Savings,200000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0122,Customer_122,Salary,500000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0123,Customer_123,Salary,500000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0124,Customer_124,Savings,50000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0125,Customer_125,Salary,100000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0126,Customer_126,Savings,200000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0127,Customer_127,Salary,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0128,Customer_128,Savings,50000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0129,Customer_129,Current,50000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0130,Customer_130,Savings,100000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0131,Customer_131,Current,500000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0132,Customer_132,Salary,100000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0133,Customer_133,Savings,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0134,Customer_134,Savings,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0135,Customer_135,Current,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0136,Customer_136,Savings,50000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0137,Customer_137,Savings,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0138,Customer_138,Savings,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0139,Customer_139,Current,100000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0140,Customer_140,Savings,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0141,Customer_141,Current,200000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0142,Customer_142,Current,200000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0143,Customer_143,Current,200000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0144,Customer_144,Savings,200000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0145,Customer_145,Salary,200000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0146,Customer_146,Savings,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0147,Customer_147,Salary,200000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0148,Customer_148,Salary,50000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0149,Customer_149,Salary,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0150,Customer_150,Savings,500000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0151,Customer_151,Salary,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0152,Customer_152,Current,50000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0153,Customer_153,Salary,200000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0154,Customer_154,Salary,200000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0155,Customer_155,Current,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0156,Customer_156,Current,200000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0157,Customer_157,Savings,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0158,Customer_158,Salary,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0159,Customer_159,Salary,200000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0160,Customer_160,Salary,50000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0161,Customer_161,Current,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0162,Customer_162,Salary,200000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0163,Customer_163,Current,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0164,Customer_164,Salary,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0165,Customer_165,Salary,50000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0166,Customer_166,Salary,200000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0167,Customer_167,Savings,200000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0168,Customer_168,Savings,100000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0169,Customer_169,Savings,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0170,Customer_170,Salary,50000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0171,Customer_171,Current,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0172,Customer_172,Current,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0173,Customer_173,Savings,50000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0174,Customer_174,Current,100000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0175,Customer_175,Salary,500000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0176,Customer_176,Salary,100000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0177,Customer_177,Current,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0178,Customer_178,Salary,200000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0179,Customer_179,Salary,500000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0180,Customer_180,Current,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0181,Customer_181,Current,200000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0182,Customer_182,Salary,200000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0183,Customer_183,Current,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0184,Customer_184,Current,50000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0185,Customer_185,Savings,200000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0186,Customer_186,Current,50000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0187,Customer_187,Savings,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0188,Customer_188,Salary,100000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0189,Customer_189,Savings,500000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0190,Customer_190,Current,500000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0191,Customer_191,Savings,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0192,Customer_192,Current,50000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0193,Customer_193,Current,500000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0194,Customer_194,Current,200000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0195,Customer_195,Current,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0196,Customer_196,Savings,200000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0197,Customer_197,Current,50000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0198,Customer_198,Current,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0199,Customer_199,Current,100000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0200,Customer_200,Salary,50000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0201,Customer_201,Salary,50000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0202,Customer_202,Salary,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0203,Customer_203,Current,100000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0204,Customer_204,Current,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0205,Customer_205,Savings,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0206,Customer_206,Current,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0207,Customer_207,Current,200000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0208,Customer_208,Current,50000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0209,Customer_209,Savings,200000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0210,Customer_210,Salary,50000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0211,Customer_211,Savings,100000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0212,Customer_212,Savings,100000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0213,Customer_213,Savings,500000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0214,Customer_214,Salary,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0215,Customer_215,Salary,200000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0216,Customer_216,Savings,50000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0217,Customer_217,Current,50000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0218,Customer_218,Savings,200000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0219,Customer_219,Salary,500000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0220,Customer_220,Salary,100000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0221,Customer_221,Salary,100000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0222,Customer_222,Salary,200000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0223,Customer_223,Savings,50000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0224,Customer_224,Salary,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0225,Customer_225,Savings,200000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0226,Customer_226,Current,500000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0227,Customer_227,Current,200000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0228,Customer_228,Salary,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0229,Customer_229,Savings,200000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0230,Customer_230,Salary,500000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0231,Customer_231,Current,200000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0232,Customer_232,Savings,50000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0233,Customer_233,Current,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0234,Customer_234,Salary,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0235,Customer_235,Savings,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0236,Customer_236,Savings,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0237,Customer_237,Current,200000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0238,Customer_238,Current,200000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0239,Customer_239,Savings,100000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0240,Customer_240,Savings,500000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0241,Customer_241,Salary,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0242,Customer_242,Salary,500000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0243,Customer_243,Savings,50000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0244,Customer_244,Savings,500000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0245,Customer_245,Current,200000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0246,Customer_246,Salary,200000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0247,Customer_247,Salary,200000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0248,Customer_248,Salary,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0249,Customer_249,Current,200000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0250,Customer_250,Savings,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0251,Customer_251,Savings,100000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0252,Customer_252,Savings,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0253,Customer_253,Salary,200000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0254,Customer_254,Savings,200000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0255,Customer_255,Current,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0256,Customer_256,Savings,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0257,Customer_257,Savings,50000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0258,Customer_258,Current,100000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0259,Customer_259,Savings,50000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0260,Customer_260,Current,500000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0261,Customer_261,Current,200000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0262,Customer_262,Savings,200000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0263,Customer_263,Savings,50000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0264,Customer_264,Current,50000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0265,Customer_265,Salary,50000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0266,Customer_266,Savings,200000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0267,Customer_267,Savings,50000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0268,Customer_268,Current,100000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0269,Customer_269,Current,500000.0,Chennai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0270,Customer_270,Current,500000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0271,Customer_271,Salary,50000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0272,Customer_272,Salary,50000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0273,Customer_273,Salary,100000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
ACC0274,Customer_274,Salary,50000.0,Delhi,2026-08-08T12:43:11.286Z,accounts.csv
ACC0275,Customer_275,Savings,100000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0276,Customer_276,Savings,100000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0277,Customer_277,Current,500000.0,Pune,2026-08-08T12:43:11.286Z,accounts.csv
ACC0278,Customer_278,Current,200000.0,Mumbai,2026-08-08T12:43:11.286Z,accounts.csv
ACC0279,Customer_279,Savings,200000.0,Bangalore,2026-08-08T12:43:11.286Z,accounts.csv
