product_id,product_name,category,subcategory,cost_price
PROD0223,SQL for Beginners,Books,Technology,245.73
PROD0224,Men's Jeans,Clothing,Men,2426.3
PROD0225,Phone Case,Electronics,Accessories,7435.66
PROD0226,Men's Formal Shirt,Clothing,Men,2134.94
PROD0227,WOMEN'S BLOUSE,Clothing,Women,280.53
PROD0228,Gaming Laptop,Electronics,Laptop,8970.38
PROD0229,  Women's Jeans,Clothing,Women,1389.45
PROD0230,Smartphone X,Electronics,Mobile,45561.38
PROD0231,UltraBook Pro,Electronics,Laptop,35793.98
PROD0232,ROMANCE STORY,Books,Fiction,699.83
PROD0233,Galaxy Note,Electronics,Mobile,12401.45
PROD0234,WOODEN CHAIR,Home,Furniture,14239.56
PROD0235,Blender,Home,Kitchen,11744.91
PROD0236,Running Shoes,Clothing,Footwear,2337.08
PROD0237,Casual Sneakers,Clothing,Footwear,680.97
PROD0238,Galaxy Note,Electronics,Mobile,51152.16
PROD0239,Data Science Handbook,Books,Technology,960.97
PROD0240,Women's Kurti,Clothing,Women,1639.9
PROD0241,  Romance Story,Books,Fiction,566.75
PROD0242,SQL for Beginners,Books,Technology,135.55
PROD0243,Non-Stick Pan,Home,Kitchen,6935.64
PROD0244,wall art,Home,Decor,4465.25
PROD0245,Mystery Novel,Books,Fiction,821.19
PROD0246,Wooden Chair,Home,Furniture,7450.98
PROD0247,Phone Case,Electronics,Accessories,40752.86
PROD0248,Chromebook,Electronics,Laptop,35638.16
PROD0249,UltraBook Pro,Electronics,Laptop,12345.64
PROD0250,formal shoes,Clothing,Footwear,2230.56
PROD0251,Photo Frame,Home,Decor,12044.62
PROD0252,AI Fundamentals,Books,Technology,954.12
PROD0253,english grammar guide,Books,Education,196.23
PROD0254,Pressure Cooker  ,Home,Kitchen,591.39
PROD0255,Budget Phone,Electronics,Mobile,58338.32
PROD0256,English Grammar Guide,Books,Education,659.91
PROD0257,phone case,Electronics,Accessories,29669.9
PROD0258,Photo Frame,Home,Decor,8176.86
PROD0259,Budget Phone,Electronics,Mobile,7588.48
PROD0260,AI Fundamentals,Books,Technology,131.38
PROD0261,Leather Sandals,Clothing,Footwear,659.6
PROD0262,Romance Story,Books,Fiction,537.71
PROD0263,Phone Case,Electronics,Accessories,51333.91
PROD0264,Laptop Stand,Electronics,Accessories,58266.81
PROD0265,Cutlery Set,Home,Kitchen,820.01
PROD0266,Non-Stick Pan,Home,Kitchen,9433.52
PROD0267,Thriller Book,Books,Fiction,420.63
PROD0268,STUDY TABLE,Home,Furniture,8949.1
PROD0269,Wireless Earbuds,Electronics,Headphones,1672.86
PROD0270,Sofa Set,Home,Furniture,6423.72
PROD0271,Python Programming Guide,Books,Technology,628.19
PROD0272,Pressure Cooker,Home,Kitchen,1601.23
PROD0273,Fantasy Epic,Books,Fiction,551.49
PROD0274,Bookshelf,Home,Furniture,6624.47
PROD0275,School Atlas,Books,Education,581.25
PROD0276,Non-Stick Pan,Home,Kitchen,6120.11
PROD0277,Running Shoes,Clothing,Footwear,1818.94
PROD0278,Non-Stick Pan,Home,Kitchen,8036.3
PROD0279,Romance Story,Books,Fiction,685.38
PROD0280,Photo Frame,Home,Decor,8168.22
PROD0281,Women's Kurti,Clothing,Women,1469.04
PROD0282,Men's Jeans,Clothing,Men,796.27
PROD0283,AI Fundamentals,Books,Technology,752.95
PROD0284,Business Notebook,Electronics,Laptop,14802.25
PROD0285,Pressure Cooker,Home,Kitchen,12478.68
PROD0286,CHROMEBOOK,Electronics,Laptop,38939.54
PROD0287,Table Lamp,Home,Decor,1836.34
PROD0288,Men's Jeans,Clothing,Men,1069.51
PROD0289,General Knowledge Book,Books,Education,914.09
PROD0290,MEN'S JACKET,Clothing,Men,2411.08
PROD0291,Table Lamp,Home,Decor,777.15
PROD0292,Mystery Novel,Books,Fiction,174.54
PROD0293,Sofa Set,Home,Furniture,10124.33
PROD0294,USB-C Charger,Electronics,Accessories,44201.58
PROD0295,Noise Cancelling Headphones,Electronics,Headphones,14665.57
PROD0296,Bluetooth Headset,Electronics,Headphones,44365.56
PROD0297,Women's Jeans  ,Clothing,Women,799.5
PROD0298,Pressure Cooker,Home,Kitchen,980.49
PROD0299,Wall Clock,Home,Decor,6443.15
PROD0300,Women's Jeans,Clothing,Women,2203.88
PROD0301,Wooden Chair,Home,Furniture,9984.02
PROD0302,Business Notebook,Electronics,Laptop,18901.48
PROD0303,Wall Clock,Home,Decor,3660.27
PROD0304,Python Programming Guide,Books,Technology,452.68
PROD0305,Non-Stick Pan,Home,Kitchen,11386.52
PROD0306,Study Table,Home,Furniture,9525.59
PROD0307,Romance Story,Books,Fiction,839.88
PROD0308,AI Fundamentals,Books,Technology,398.45
PROD0309,Fantasy Epic,Books,Fiction,554.7
PROD0310,Cutlery Set,Home,Kitchen,556.16
PROD0311,Chromebook,Electronics,Laptop,8597.49
PROD0312,Romance Story,Books,Fiction,173.01
PROD0313,Men's Jeans,Clothing,Men,2120.11
PROD0314,Pressure Cooker,Home,Kitchen,2132.62
PROD0315,Leather Sandals,Clothing,Footwear,756.26
PROD0316,Data Science Handbook,Books,Technology,438.59
PROD0317,Men's T-Shirt,Clothing,Men,2011.9
PROD0318,Men's Formal Shirt  ,Clothing,Men,339.39
PROD0319,ENGLISH GRAMMAR GUIDE,Books,Education,252.11
PROD0320,Budget Phone,Electronics,Mobile,55732.95
PROD0321,Fantasy Epic,Books,Fiction,270.49
PROD0322,Pressure Cooker,Home,Kitchen,6554.93
PROD0323,Casual Sneakers,Clothing,Footwear,992.31
PROD0324,Women's Jeans,Clothing,Women,608.64
PROD0325,Blender,Home,Kitchen,13623.82
PROD0326,wall art,Home,Decor,2128.09
PROD0327,Wall Art,Home,Decor,10743.04
PROD0328,English Grammar Guide,Books,Education,151.88
PROD0329,Sofa Set,Home,Furniture,14951.58
PROD0330,Pixel Phone,Electronics,Mobile,23165.79
PROD0331,English Grammar Guide,Books,Education,136.01
PROD0332,Women's Jeans,Clothing,Women,2804.92
PROD0333,Mystery Novel,Books,Fiction,576.38
PROD0334,Women's Dress,Clothing,Women,2939.85
PROD0335,SQL for Beginners,Books,Technology,353.63
PROD0336,Photo Frame,Home,Decor,6621.26
PROD0337,Women's Kurti,Clothing,Women,623.54
PROD0338,Fantasy Epic  ,Books,Fiction,263.83
PROD0339,Data Science Handbook,Books,Technology,491.79
PROD0340,Thriller Book,Books,Fiction,737.13
PROD0341,AI Fundamentals  ,Books,Technology,210.29
PROD0342,Business Notebook  ,Electronics,Laptop,45121.23
PROD0343,Table Lamp,Home,Decor,14578.67
PROD0344,women's dress,Clothing,Women,2095.34
PROD0345,Bookshelf,Home,Furniture,10257.5
PROD0346,Python Programming Guide,Books,Technology,237.4
PROD0347,Phone Case,Electronics,Accessories,57334.49
PROD0348,Wireless Earbuds,Electronics,Headphones,57078.31
PROD0349,  Table Lamp,Home,Decor,12053.14
PROD0350,Non-Stick Pan,Home,Kitchen,8275.27
PROD0351,Thriller Book  ,Books,Fiction,967.54
PROD0352,Mystery Novel,Books,Fiction,245.65
PROD0353,data science handbook,Books,Technology,819.99
PROD0354,Table Lamp,Home,Decor,1577.26
PROD0355,Table Lamp,Home,Decor,13298.38
PROD0356,ai fundamentals,Books,Technology,828.89
PROD0357,Women's Kurti,Clothing,Women,1156.89
PROD0358,Maths Workbook,Books,Education,741.27
PROD0359,school atlas,Books,Education,170.26
PROD0360,Data Science Handbook,Books,Technology,714.88
PROD0361,  Sofa Set,Home,Furniture,8332.27
PROD0362,Budget Phone,Electronics,Mobile,28147.06
PROD0363,Cutlery Set,Home,Kitchen,11564.4
PROD0364,Budget Phone  ,Electronics,Mobile,50653.13
PROD0365,Budget Phone,Electronics,Mobile,18210.03
PROD0366,General Knowledge Book,Books,Education,337.57
PROD0367,Men's Jeans,Clothing,Men,926.09
PROD0368,  Wireless Mouse,Electronics,Accessories,1291.62
PROD0369,AI Fundamentals,Books,Technology,968.22
PROD0370,SQL for Beginners,Books,Technology,965.83
PROD0371,  Python Programming Guide,Books,Technology,270.72
PROD0372,UltraBook Pro  ,Electronics,Laptop,39159.52
PROD0373,maths workbook,Books,Education,232.35
PROD0374,Mystery Novel  ,Books,Fiction,763.9
PROD0375,ai fundamentals,Books,Technology,625.7
PROD0376,  Women's Kurti,Clothing,Women,487.46
PROD0377,AI Fundamentals,Books,Technology,635.26
PROD0378,Sofa Set,Home,Furniture,7773.33
PROD0379,Mystery Novel,Books,Fiction,478.8
PROD0380,wall clock,Home,Decor,13353.74
PROD0381,Laptop Stand,Electronics,Accessories,26455.69
PROD0382,Women's Jeans,Clothing,Women,1426.71
PROD0383,Leather Sandals,Clothing,Footwear,2589.67
PROD0384,Romance Story,Books,Fiction,450.33
PROD0385,English Grammar Guide,Books,Education,818.78
PROD0386,  Casual Sneakers,Clothing,Footwear,2067.76
PROD0387,men's jeans,Clothing,Men,482.53
PROD0388,SQL for Beginners,Books,Technology,141.34
PROD0389,Bluetooth Headset,Electronics,Headphones,9937.03
PROD0390,Pixel Phone,Electronics,Mobile,37244.99
PROD0391,CHROMEBOOK,Electronics,Laptop,47200.71
PROD0392,Over-Ear Headphones,Electronics,Headphones,52484.89
PROD0393,Budget Phone,Electronics,Mobile,57777.5
PROD0394,Smartphone X,Electronics,Mobile,2997.18
PROD0395,UltraBook Pro,Electronics,Laptop,54703.65
PROD0396,Leather Sandals,Clothing,Footwear,2333.5
PROD0397,SCHOOL ATLAS,Books,Education,400.15
PROD0398,Men's Jeans,Clothing,Men,1364.1
PROD0399,Chromebook,Electronics,Laptop,30548.85
PROD0400,Bluetooth Headset,Electronics,Headphones,25193.01
PROD0401,Men's Formal Shirt,Clothing,Men,586.38
PROD0402,AI Fundamentals,Books,Technology,955.66
PROD0403,  Sofa Set,Home,Furniture,10806.74
PROD0404,Pixel Phone,Electronics,Mobile,58925.72
PROD0405,Women's Dress,Clothing,Women,303.86
PROD0406,Running Shoes,Clothing,Footwear,2944.13
PROD0407,Pressure Cooker,Home,Kitchen,10556.74
PROD0408,Photo Frame,Home,Decor,267.35
PROD0409,Table Lamp,Home,Decor,6775.91
PROD0410,Formal Shoes,Clothing,Footwear,2685.49
PROD0411,Romance Story,Books,Fiction,400.04
PROD0412,Leather Sandals,Clothing,Footwear,1745.0
PROD0413,Table Lamp,Home,Decor,8948.68
PROD0414,Women's Kurti,Clothing,Women,509.24
PROD0415,Bluetooth Headset,Electronics,Headphones,21591.16
PROD0416,  Budget Phone,Electronics,Mobile,27462.26
PROD0417,Casual Sneakers,Clothing,Footwear,996.7
PROD0418,Formal Shoes,Clothing,Footwear,893.37
PROD0419,Table Lamp,Home,Decor,5514.82
PROD0420,Chromebook,Electronics,Laptop,5375.86
PROD0421,USB-C Charger,Electronics,Accessories,27046.76
PROD0422,Wall Art,Home,Decor,7856.33
PROD0423,AI Fundamentals,Books,Technology,995.86
PROD0424,General Knowledge Book,Books,Education,228.91
PROD0425,Women's Kurti,Clothing,Women,2617.16
PROD0426,Chromebook,Electronics,Laptop,44916.53
PROD0427,SOFA SET,Home,Furniture,8640.71
PROD0428,UltraBook Pro,Electronics,Laptop,59465.7
PROD0429,Pressure Cooker  ,Home,Kitchen,2260.78
PROD0430,Romance Story,Books,Fiction,293.02
PROD0431,Mystery Novel,Books,Fiction,159.81
PROD0432,Phone Case,Electronics,Accessories,34162.96
PROD0433,Pressure Cooker,Home,Kitchen,12530.2
PROD0434,Men's Formal Shirt,Clothing,Men,2068.22
PROD0435,Leather Sandals,Clothing,Footwear,2060.61
PROD0436,Data Science Handbook,Books,Technology,404.1
PROD0437,Laptop Stand,Electronics,Accessories,52024.24
PROD0438,Wireless Earbuds,Electronics,Headphones,5566.55
PROD0439,Chromebook,Electronics,Laptop,1610.51
PROD0440,Men's Jacket,Clothing,Men,886.8
PROD0441,Romance Story,Books,Fiction,139.49
PROD0442,  Noise Cancelling Headphones,Electronics,Headphones,51649.08
PROD0443,  Cutlery Set,Home,Kitchen,8195.42
PROD0444,  Study Table,Home,Furniture,2440.28
PROD0445,MATHS WORKBOOK,Books,Education,262.31
PROD0446,Noise Cancelling Headphones  ,Electronics,Headphones,25062.96
PROD0447,Pressure Cooker,Home,Kitchen,13507.6
PROD0448,Gaming Laptop,Electronics,Laptop,35368.73
PROD0449,General Knowledge Book,Books,Education,341.36
PROD0450,  Pressure Cooker,Home,Kitchen,6201.28
PROD0451,Men's Jacket,Clothing,Men,1841.28
PROD0452,Gaming Laptop,Electronics,Laptop,24701.38
PROD0453,Gaming Laptop,Electronics,Laptop,59125.87
PROD0454,Formal Shoes,Clothing,Footwear,1754.43
PROD0455,Budget Phone,Electronics,Mobile,37433.43
PROD0456,Men's T-Shirt,Clothing,Men,1550.12
PROD0457,Wall Art,Home,Decor,12660.21
PROD0458,Leather Sandals,Clothing,Footwear,1776.63
PROD0459,Sofa Set,Home,Furniture,12482.9
PROD0460,Blender,Home,Kitchen,14367.65
PROD0461,Photo Frame,Home,Decor,14697.66
PROD0462,Data Science Handbook,Books,Technology,388.47
PROD0463,Women's Blouse  ,Clothing,Women,2010.04
PROD0464,Wireless Mouse,Electronics,Accessories,40526.03
PROD0465,General Knowledge Book,Books,Education,583.32
PROD0466,Budget Phone,Electronics,Mobile,21503.19
PROD0467,English Grammar Guide,Books,Education,854.23
PROD0468,Budget Phone,Electronics,Mobile,11982.96
PROD0469,UltraBook Pro,Electronics,Laptop,40992.98
PROD0470,Wooden Chair,Home,Furniture,9434.76
PROD0471,Men's Formal Shirt,Clothing,Men,303.03
PROD0472,maths workbook,Books,Education,198.85
PROD0473,Wall Art  ,Home,Decor,9948.6
PROD0474,Men's Jeans,Clothing,Men,556.81
PROD0475,  Leather Sandals,Clothing,Footwear,2977.46
PROD0476,wall art,Home,Decor,9668.35
PROD0477,Noise Cancelling Headphones,Electronics,Headphones,24709.12
PROD0478,Phone Case,Electronics,Accessories,45661.79
PROD0479,Men's Jacket,Clothing,Men,1690.75
PROD0480,  Sofa Set,Home,Furniture,13219.46
PROD0481,Chromebook,Electronics,Laptop,55061.22
PROD0482,Men's Jacket,Clothing,Men,1952.79
PROD0483,Budget Phone,Electronics,Mobile,1929.4
PROD0484,Blender  ,Home,Kitchen,14388.22
PROD0485,Over-Ear Headphones,Electronics,Headphones,46657.09
PROD0486,Thriller Book,Books,Fiction,175.98
PROD0487,Budget Phone,Electronics,Mobile,50937.68
PROD0488,UltraBook Pro,Electronics,Laptop,26794.14
PROD0489,  Wall Art,Home,Decor,8454.98
PROD0490,pressure cooker,Home,Kitchen,3611.71
PROD0491,Phone Case,Electronics,Accessories,25972.29
PROD0492,Wireless Earbuds,Electronics,Headphones,20027.52
PROD0493,  Men's T-Shirt,Clothing,Men,1860.08
PROD0494,Casual Sneakers,Clothing,Footwear,917.6
PROD0495,AI Fundamentals  ,Books,Technology,816.32
PROD0496,Business Notebook,Electronics,Laptop,31030.98
PROD0497,BLENDER,Home,Kitchen,9109.44
PROD0498,Non-Stick Pan,Home,Kitchen,9916.5
PROD0499,Men's Jeans,Clothing,Men,2538.49
PROD0500,Laptop Stand  ,Electronics,Accessories,38613.01
PROD0362,Budget Phone,Electronics,Mobile,28147.06
PROD0074,mystery novel,Books,Fiction,873.14
PROD0375,ai fundamentals,Books,Technology,625.7
PROD0156,Fantasy Epic,Books,Fiction,508.49
PROD0105,  Bookshelf,Home,Furniture,501.95
PROD0395,UltraBook Pro,Electronics,Laptop,54703.65
