order_id,customer_id,order_date,status,region_code
ORD000172,CUST0018,2024-08-20 03:27:47,DELIVERED,EAST
ORD000173,CUST0763,2024-03-30 02:54:15,DELIVERED,CENTRAL
ORD000174,,2023-09-04 16:33:02,DELIVERED,NORTH
ORD000175,CUST0939,2022-07-30 01:03:58,DELIVERED,SOUTH
ORD000176,CUST0358,2025-11-09 15:51:45,PLACED,EAST
ORD000177,CUST0567,2022-01-11 01:54:40,DELIVERED,NORTH
ORD000178,,2023-09-16 02:43:55,DELIVERED,WEST
ORD000179,CUST0188,2022-10-10 21:14:34,PLACED,SOUTH
ORD000180,CUST0886,2024-04-26 23:11:20,PLACED,CENTRAL
ORD000181,CUST0515,2024-09-30 10:12:51,DELIVERED,SOUTH
ORD000182,CUST0776,2025-12-27 03:00:52,DELIVERED,SOUTH
ORD000183,CUST0745,2023-02-26 02:50:25,DELIVERED,SOUTH
ORD000184,,2023-03-19 17:02:41,SHIPPED,NORTH
ORD000185,CUST0822,2026-04-09 19:12:39,DELIVERED,EAST
ORD000186,CUST0680,2024-10-30 03:50:49,SHIPPED,EAST
ORD000187,CUST0484,2025-06-24 18:41:40,DELIVERED,NORTH
ORD000188,CUST0181,2023-09-22 21:01:00,PLACED,NORTH
ORD000189,CUST0255,2024-08-01 06:48:34,DELIVERED,CENTRAL
ORD000190,CUST0280,2025-02-01 03:03:38,SHIPPED,WEST
ORD000191,CUST0538,2022-04-19 16:04:07,PLACED,WEST
ORD000192,CUST0459,2023-08-26 06:53:51,DELIVERED,CENTRAL
ORD000193,CUST0549,2022-08-12 01:48:56,RETURNED,SOUTH
ORD000194,CUST0897,2025-03-24 09:41:28,DELIVERED,EAST
ORD000195,CUST0653,2026-01-06 14:43:46,PLACED,EAST
ORD000196,CUST0189,2023-02-21 12:39:24,DELIVERED,EAST
ORD000197,CUST0106,2024-10-27 22:39:02,DELIVERED,SOUTH
ORD000198,CUST0696,2022-12-08 06:49:15,DELIVERED,NORTH
ORD000199,CUST0461,2022-02-12 06:27:47,CANCELLED,SOUTH
ORD000200,CUST0861,2025-05-01 12:49:16,DELIVERED,WEST
ORD000201,CUST0509,2022-04-03 00:37:59,RETURNED,SOUTH
ORD000202,CUST0184,2022-10-28 03:25:08,DELIVERED,EAST
ORD000203,CUST0745,2025-01-22 09:22:10,SHIPPED,WEST
ORD000204,,2023-12-24 10:57:50,CANCELLED,CENTRAL
ORD000205,CUST0285,29-11-2024,RETURNED,SOUTH
ORD000206,CUST0163,2024-10-16 01:07:30,DELIVERED,WEST
ORD000207,CUST0753,2023-02-01 13:45:16,RETURNED,CENTRAL
ORD000208,CUST0481,2024-12-15 06:22:11,DELIVERED,EAST
ORD000209,CUST0451,2023-07-20 11:15:43,DELIVERED,EAST
ORD000210,CUST0151,2026-06-17 16:34:01,DELIVERED,EAST
ORD000211,CUST0971,2024-10-18 05:21:24,SHIPPED,EAST
ORD000212,CUST0687,2023-09-14 17:43:29,DELIVERED,NORTH
ORD000213,CUST0235,2025-04-29 04:29:38,DELIVERED,WEST
ORD000214,CUST0844,2022-04-13 09:09:15,CANCELLED,CENTRAL
ORD000215,CUST0779,2022-11-14 03:07:52,PLACED,SOUTH
ORD000216,CUST0918,19-08-2023,CANCELLED,SOUTH
ORD000217,CUST0666,2024-05-15 14:31:52,PLACED,EAST
ORD000218,CUST0636,2022-12-21 20:31:52,CANCELLED,CENTRAL
ORD000219,CUST0778,2023-05-28 04:56:25,SHIPPED,EAST
ORD000220,CUST0600,2025-07-10 16:47:24,DELIVERED,WEST
ORD000221,CUST0558,2025-11-22 11:24:19,DELIVERED,EAST
ORD000222,CUST0461,2024-05-11 14:56:13,CANCELLED,NORTH
ORD000223,CUST0456,2026-03-28 05:07:06,DELIVERED,SOUTH
ORD000224,CUST0407,2025-06-25 19:46:47,CANCELLED,NORTH
ORD000225,CUST0432,2024-04-05 00:13:00,DELIVERED,CENTRAL
ORD000226,CUST0065,2022-04-23 09:50:12,DELIVERED,EAST
ORD000227,CUST0826,2025-03-04 17:31:46,CANCELLED,NORTH
ORD000228,CUST0690,2026-02-23 01:55:49,DELIVERED,CENTRAL
ORD000229,CUST0525,2023-04-03 23:17:22,DELIVERED,EAST
ORD000230,CUST0938,2026-07-08 17:39:24,SHIPPED,NORTH
ORD000231,,2025-05-21 04:24:24,SHIPPED,NORTH
ORD000232,CUST0842,2024-06-27 14:13:31,PLACED,WEST
ORD000233,CUST0203,2023-04-27 19:54:19,DELIVERED,WEST
ORD000234,CUST0649,2024-06-04 05:19:28,SHIPPED,SOUTH
ORD000235,CUST0749,2025-01-24 07:17:40,SHIPPED,NORTH
ORD000236,CUST0523,2025-09-29 10:01:08,DELIVERED,NORTH
ORD000237,CUST0820,2022-10-31 01:01:06,PLACED,WEST
ORD000238,,2023-09-13 01:14:27,CANCELLED,CENTRAL
ORD000239,CUST0910,2023-12-28 05:04:18,DELIVERED,EAST
ORD000240,,2022-11-21 13:01:30,CANCELLED,SOUTH
ORD000241,CUST0713,2024-03-10 18:40:45,DELIVERED,EAST
ORD000242,CUST0598,2024-07-30 05:05:55,DELIVERED,EAST
ORD000243,CUST0079,2025-08-14 17:36:45,DELIVERED,SOUTH
ORD000244,CUST0925,2026-05-08 23:59:24,PLACED,EAST
ORD000245,CUST0617,2025-04-12 22:28:53,PLACED,NORTH
ORD000246,CUST0177,2022-07-17 03:52:02,DELIVERED,EAST
ORD000247,CUST0978,2026-07-14 08:36:53,CANCELLED,WEST
ORD000248,CUST0454,2022-05-12 02:15:16,PLACED,NORTH
ORD000249,CUST0407,2025-07-16 01:04:21,DELIVERED,WEST
ORD000250,CUST0990,2025-03-21 20:15:37,SHIPPED,WEST
ORD000251,CUST0240,2026-02-28 05:54:05,DELIVERED,SOUTH
ORD000252,CUST0025,2025-10-01 03:30:09,DELIVERED,NORTH
ORD000253,CUST0448,2025-01-24 02:37:12,DELIVERED,CENTRAL
ORD000254,CUST0842,2025-03-14 17:14:53,DELIVERED,CENTRAL
ORD000255,CUST0808,2024-06-17 15:33:54,CANCELLED,CENTRAL
ORD000256,CUST0788,2023-09-03 03:40:26,SHIPPED,CENTRAL
ORD000257,CUST0024,2023-08-17 09:09:09,DELIVERED,SOUTH
ORD000258,CUST0088,2025-03-24 08:47:20,CANCELLED,CENTRAL
ORD000259,CUST0652,2025-01-23 04:02:12,CANCELLED,EAST
ORD000260,CUST0036,2024-05-13 09:29:54,CANCELLED,NORTH
ORD000261,CUST0573,2026-02-11 12:00:02,DELIVERED,NORTH
ORD000262,CUST0087,2025-02-28 22:12:34,DELIVERED,NORTH
ORD000263,CUST0084,2024-05-02 21:46:40,CANCELLED,CENTRAL
ORD000264,CUST0158,2026-01-21 01:31:11,DELIVERED,SOUTH
ORD000265,CUST0462,14-09-2023,PLACED,SOUTH
ORD000266,CUST0867,2025-10-28 00:39:31,PLACED,WEST
ORD000267,CUST0461,2024-05-24 20:00:29,DELIVERED,CENTRAL
ORD000268,CUST0402,2023-02-01 12:29:34,PLACED,SOUTH
ORD000269,CUST0014,2024-04-25 19:31:23,RETURNED,NORTH
ORD000270,CUST0266,2022-04-27 02:47:21,DELIVERED,EAST
ORD000271,,2023-12-18 21:55:59,SHIPPED,EAST
ORD000272,CUST0434,2025-09-08 04:27:20,PLACED,CENTRAL
ORD000273,CUST0712,2026-07-24 12:59:47,CANCELLED,WEST
ORD000274,CUST0941,2026-05-17 20:04:33,DELIVERED,CENTRAL
ORD000275,CUST0350,2025-01-13 18:19:47,DELIVERED,WEST
ORD000276,CUST0654,2023-07-27 02:51:22,PLACED,CENTRAL
ORD000277,CUST0750,2023-03-08 04:28:08,DELIVERED,SOUTH
ORD000278,,2023-04-27 16:01:48,DELIVERED,NORTH
ORD000279,,2022-03-11 09:50:28,DELIVERED,NORTH
ORD000280,CUST0861,26-02-2024,DELIVERED,WEST
ORD000281,,2023-02-26 13:48:39,DELIVERED,NORTH
ORD000282,CUST0036,2026-04-12 12:39:47,CANCELLED,EAST
ORD000283,CUST0910,2026-07-18 21:30:58,PLACED,CENTRAL
ORD000284,CUST0461,2026-02-02 02:04:46,DELIVERED,EAST
ORD000285,CUST0939,2024-08-07 15:25:52,DELIVERED,CENTRAL
ORD000286,CUST0960,2024-08-15 08:40:24,PLACED,EAST
ORD000287,CUST0266,2025-01-16 10:46:14,DELIVERED,CENTRAL
ORD000288,CUST0284,2023-05-29 23:46:34,DELIVERED,NORTH
ORD000289,CUST0686,2023-06-26 06:30:33,PLACED,NORTH
ORD000290,CUST0966,2024-09-10 23:13:10,SHIPPED,NORTH
ORD000291,CUST0093,2025-06-03 20:04:39,PLACED,SOUTH
ORD000292,CUST0793,2023-06-16 18:01:11,DELIVERED,SOUTH
ORD000293,CUST0680,2023-04-22 04:10:00,SHIPPED,CENTRAL
ORD000294,CUST0616,2022-03-27 20:08:56,PLACED,EAST
ORD000295,CUST0018,2023-12-25 19:40:36,DELIVERED,EAST
ORD000296,CUST0537,2022-08-20 18:36:22,SHIPPED,CENTRAL
ORD000297,CUST0826,2024-05-01 02:35:57,CANCELLED,SOUTH
ORD000298,,2025-05-28 13:07:03,DELIVERED,EAST
ORD000299,CUST0973,2025-06-27 01:08:03,PLACED,SOUTH
ORD000300,CUST0027,2025-06-01 07:41:59,DELIVERED,CENTRAL
ORD000301,CUST0720,2023-03-17 13:47:35,PLACED,SOUTH
ORD000302,CUST0999,2022-06-10 02:48:53,RETURNED,CENTRAL
ORD000303,CUST0611,2025-01-27 15:13:18,PLACED,CENTRAL
ORD000304,CUST0642,2025-09-12 19:05:40,DELIVERED,SOUTH
ORD000305,CUST0313,2023-05-15 11:58:01,DELIVERED,EAST
ORD000306,CUST0344,2022-08-25 08:46:34,RETURNED,WEST
ORD000307,CUST0391,2024-11-01 02:46:59,DELIVERED,CENTRAL
ORD000308,CUST0792,2023-04-16 20:43:44,RETURNED,CENTRAL
ORD000309,CUST0910,2025-10-12 21:17:25,DELIVERED,EAST
ORD000310,CUST0147,2024-04-16 15:19:44,PLACED,WEST
ORD000311,CUST0781,04-01-2023,PLACED,EAST
ORD000312,CUST0719,2024-08-20 03:40:37,PLACED,WEST
ORD000313,,2022-12-08 02:39:30,CANCELLED,WEST
ORD000314,CUST0391,2024-04-03 20:16:39,SHIPPED,EAST
ORD000315,CUST0903,2025-04-26 22:09:51,RETURNED,NORTH
ORD000316,CUST0918,2024-07-08 14:53:12,DELIVERED,WEST
ORD000317,CUST0513,2022-10-03 06:40:45,DELIVERED,CENTRAL
ORD000318,CUST0897,2025-04-30 21:35:32,DELIVERED,WEST
ORD000319,CUST0196,2026-01-19 21:24:40,DELIVERED,SOUTH
ORD000320,CUST0374,2025-03-01 18:50:53,DELIVERED,WEST
ORD000321,CUST0419,2026-03-31 06:29:45,PLACED,SOUTH
ORD000322,CUST0292,2025-06-14 11:26:44,SHIPPED,NORTH
ORD000323,CUST0521,2023-04-04 06:09:53,CANCELLED,CENTRAL
ORD000324,CUST0920,2025-09-26 10:08:40,SHIPPED,CENTRAL
ORD000325,CUST0028,2022-03-23 19:39:16,SHIPPED,WEST
ORD000326,CUST0028,2023-02-21 10:15:41,DELIVERED,WEST
ORD000327,CUST0840,2023-08-28 03:59:27,CANCELLED,NORTH
ORD000328,CUST0462,2023-06-23 03:09:45,RETURNED,NORTH
ORD000329,CUST0811,2026-03-05 08:05:55,DELIVERED,CENTRAL
ORD000330,CUST0486,2026-02-15 18:40:19,PLACED,EAST
ORD000331,CUST0043,2022-07-25 18:58:47,DELIVERED,NORTH
ORD000332,CUST0659,2023-05-19 04:59:00,CANCELLED,SOUTH
ORD000333,CUST0280,2022-11-07 17:38:25,DELIVERED,EAST
ORD000334,CUST0663,2022-07-01 18:47:53,DELIVERED,NORTH
ORD000335,CUST0521,2025-06-05 07:35:34,PLACED,EAST
ORD000336,CUST0662,2023-04-26 23:13:06,DELIVERED,SOUTH
ORD000337,CUST0847,2023-08-22 17:39:37,DELIVERED,CENTRAL
ORD000338,CUST0518,2022-07-17 07:58:15,CANCELLED,EAST
ORD000339,CUST0479,2023-05-22 15:28:07,DELIVERED,EAST
ORD000340,CUST0387,2024-03-26 04:39:44,DELIVERED,WEST
ORD000341,CUST0699,2022-03-01 10:35:32,SHIPPED,WEST
ORD000342,CUST0780,2023-06-20 11:33:50,DELIVERED,WEST
ORD000343,CUST0911,2023-07-04 17:40:36,DELIVERED,NORTH
ORD000344,CUST0448,2025-03-18 06:03:48,DELIVERED,NORTH
ORD000345,CUST0648,2023-11-07 04:42:16,PLACED,NORTH
ORD000346,CUST0103,2025-12-14 12:08:04,DELIVERED,CENTRAL
ORD000347,CUST0060,2023-03-08 13:11:00,RETURNED,CENTRAL
ORD000348,CUST0724,2023-08-18 05:52:35,DELIVERED,SOUTH
ORD000349,CUST0262,2022-01-28 01:18:48,DELIVERED,CENTRAL
ORD000350,CUST0435,2024-09-20 01:32:22,DELIVERED,SOUTH
ORD000351,CUST0699,2022-03-11 09:55:11,DELIVERED,WEST
ORD000352,CUST0160,2026-02-25 09:49:49,PLACED,CENTRAL
ORD000353,CUST0774,30-04-2024,DELIVERED,CENTRAL
ORD000354,CUST0108,2025-04-19 14:14:25,DELIVERED,EAST
ORD000355,CUST0459,2026-03-03 00:51:11,DELIVERED,NORTH
ORD000356,CUST0680,2024-08-23 13:42:39,PLACED,WEST
ORD000357,CUST0518,2025-12-10 19:24:48,DELIVERED,WEST
ORD000358,CUST0952,2026-04-12 19:54:01,DELIVERED,CENTRAL
ORD000359,CUST0434,2023-04-21 16:16:40,DELIVERED,EAST
ORD000360,CUST0816,2022-06-21 03:28:22,SHIPPED,WEST
ORD000361,CUST0098,2024-04-05 22:26:44,DELIVERED,CENTRAL
ORD000362,CUST0070,2024-10-07 09:10:33,DELIVERED,SOUTH
ORD000363,,2025-11-12 20:34:56,CANCELLED,EAST
ORD000364,CUST0766,2026-06-16 17:47:38,DELIVERED,SOUTH
ORD000365,CUST0717,2024-11-19 20:11:59,RETURNED,NORTH
ORD000366,CUST0460,2022-06-08 13:40:41,PLACED,CENTRAL
ORD000367,CUST0184,15-06-2024,DELIVERED,SOUTH
ORD000368,CUST0556,2022-10-14 19:55:07,PLACED,NORTH
ORD000369,CUST0315,2025-10-17 09:52:14,DELIVERED,EAST
ORD000370,CUST0184,2023-08-18 19:03:03,DELIVERED,EAST
ORD000371,CUST0267,2024-08-05 07:40:06,CANCELLED,SOUTH
ORD000372,CUST0721,2024-08-28 00:21:27,SHIPPED,WEST
ORD000373,CUST0974,2023-10-01 06:49:58,PLACED,WEST
ORD000374,CUST0074,2024-08-17 21:38:36,DELIVERED,CENTRAL
ORD000375,CUST0384,2022-01-29 07:00:49,DELIVERED,WEST
ORD000376,CUST0333,2025-07-02 14:40:57,DELIVERED,SOUTH
ORD000377,CUST0168,2026-02-05 07:52:49,SHIPPED,NORTH
ORD000378,CUST0555,2025-08-13 13:56:33,DELIVERED,CENTRAL
ORD000379,CUST0967,2026-02-18 22:25:25,DELIVERED,SOUTH
ORD000380,,2023-04-20 07:52:49,DELIVERED,SOUTH
ORD000381,CUST0510,2022-01-01 11:46:20,RETURNED,SOUTH
ORD000382,CUST0474,2025-09-23 17:10:25,DELIVERED,NORTH
ORD000383,CUST0432,2026-05-04 14:02:12,DELIVERED,CENTRAL
ORD000384,CUST0092,2025-05-24 07:47:16,CANCELLED,EAST
